,disasterNumber,state,declarationType,incidentType,declarationTitle,incidentBeginDate,incidentEndDate,disasterCloseoutDate,designatedArea
3014,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Oneida (County)
3015,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Madison (County)
3016,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Livingston (County)
3017,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Monroe (County)
3018,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Otsego (County)
3019,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Cayuga (County)
3020,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Yates (County)
3021,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Ontario (County)
3022,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Seneca (County)
3023,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Onondaga (County)
3024,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Orleans (County)
3025,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Oswego (County)
3026,1467,NY,DR,Severe Ice Storm,ICE STORM,2003-04-03T15:49:00.000Z,2003-04-05T05:00:00.000Z,2010-11-22T05:00:00.000Z,Wayne (County)
3027,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Aransas (County)
3028,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Bee (County)
3029,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Brazoria (County)
3030,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Calhoun (County)
3031,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Atascosa (County)
3032,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Frio (County)
3033,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,DeWitt (County)
3034,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Goliad (County)
3035,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Jackson (County)
3036,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Galveston (County)
3037,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Live Oak (County)
3038,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,McMullen (County)
3039,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Karnes (County)
3040,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Victoria (County)
3041,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Zavala (County)
3042,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Matagorda (County)
3043,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,Refugio (County)
3044,1479,TX,DR,Hurricane,HURRICANE CLAUDETTE,2003-07-15T12:30:00.000Z,2003-07-28T04:00:00.000Z,2015-06-09T03:59:00.000Z,San Patricio (County)
3045,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Wyoming (County)
3046,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Greene (County)
3047,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Rensselaer (County)
3048,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Allegany (County)
3049,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Madison (County)
3050,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Sullivan (County)
3051,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Chemung (County)
3052,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Columbia (County)
3053,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Livingston (County)
3054,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Cattaraugus (County)
3055,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Ontario (County)
3056,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Schuyler (County)
3057,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Steuben (County)
3058,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Montgomery (County)
3059,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Fulton (County)
3060,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Delaware (County)
3061,1486,NY,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2003-07-22T00:00:00.000Z,2003-08-13T04:00:00.000Z,2012-07-31T04:00:00.000Z,Yates (County)
3062,1498,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T",2003-10-21T17:30:00.000Z,2004-03-31T05:00:00.000Z,2019-10-01T03:59:00.000Z,Los Angeles (County)
3063,1498,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T",2003-10-21T17:30:00.000Z,2004-03-31T05:00:00.000Z,2019-10-01T03:59:00.000Z,Riverside (County)
3064,1498,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T",2003-10-21T17:30:00.000Z,2004-03-31T05:00:00.000Z,2019-10-01T03:59:00.000Z,San Diego (County)
3065,1498,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T",2003-10-21T17:30:00.000Z,2004-03-31T05:00:00.000Z,2019-10-01T03:59:00.000Z,San Bernardino (County)
3066,1498,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T",2003-10-21T17:30:00.000Z,2004-03-31T05:00:00.000Z,2019-10-01T03:59:00.000Z,Ventura (County)
3067,1505,CA,DR,Earthquake,EARTHQUAKE,2003-12-22T19:15:00.000Z,2004-02-06T05:00:00.000Z,2018-12-18T04:59:00.000Z,Santa Barbara (County)
3068,1505,CA,DR,Earthquake,EARTHQUAKE,2003-12-22T19:15:00.000Z,2004-02-06T05:00:00.000Z,2018-12-18T04:59:00.000Z,San Luis Obispo (County)
3069,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Jefferson Davis (Parish)
3070,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Pointe Coupee (Parish)
3071,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,St. Landry (Parish)
3072,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Lafayette (Parish)
3073,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Livingston (Parish)
3074,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,St. Martin (Parish)
3075,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Acadia (Parish)
3076,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,West Baton Rouge (Parish)
3077,1521,LA,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-12T04:00:00.000Z,2004-05-19T04:00:00.000Z,2012-01-11T04:59:00.000Z,Iberville (Parish)
3078,1529,CA,DR,Dam/Levee Break,FLOODING AS A RESULT OF A LEVEE BREAK,2004-06-03T16:30:00.000Z,2004-07-12T04:00:00.000Z,2014-01-09T04:59:00.000Z,San Joaquin (County)
3079,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Albany (County)
3080,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Broome (County)
3081,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Cayuga (County)
3082,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Bronx (County)
3083,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Clinton (County)
3084,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Chenango (County)
3085,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Franklin (County)
3086,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Chemung (County)
3087,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Columbia (County)
3088,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Essex (County)
3089,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Dutchess (County)
3090,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Cortland (County)
3091,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Fulton (County)
3092,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Genesee (County)
3093,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Kings (County)
3094,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Madison (County)
3095,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Jefferson (County)
3096,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Montgomery (County)
3097,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Livingston (County)
3098,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Greene (County)
3099,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Monroe (County)
3100,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Lewis (County)
3101,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Nassau (County)
3102,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Orleans (County)
3103,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Niagara (County)
3104,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Oswego (County)
3105,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,New York (County)
3106,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Oneida (County)
3107,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Otsego (County)
3108,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Orange (County)
3109,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Onondaga (County)
3110,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Queens (County)
3111,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Putnam (County)
3112,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,St. Lawrence (County)
3113,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Rensselaer (County)
3114,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Richmond (County)
3115,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Wayne (County)
3116,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Schuyler (County)
3117,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Suffolk (County)
3118,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Sullivan (County)
3119,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Tioga (County)
3120,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Schenectady (County)
3121,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Warren (County)
3122,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Tompkins (County)
3123,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Westchester (County)
3124,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Cattaraugus (County)
3125,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Wyoming (County)
3126,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Allegany (County)
3127,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Seneca (County)
3128,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Erie (County)
3129,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Delaware (County)
3130,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Herkimer (County)
3131,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Ontario (County)
3132,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Saratoga (County)
3133,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Steuben (County)
3134,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Hamilton (County)
3135,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Schoharie (County)
3136,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Washington (County)
3137,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Ulster (County)
3138,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Rooks (County)
3139,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Rockland (County)
3140,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Yates (County)
3141,1534,NY,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2004-05-13T04:00:00.000Z,2004-06-17T04:00:00.000Z,2017-08-02T03:59:00.000Z,Chautauqua (County)
3142,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Woodson (County)
3143,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Barton (County)
3144,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Decatur (County)
3145,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Butler (County)
3146,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Ellis (County)
3147,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Graham (County)
3148,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Marion (County)
3149,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Morris (County)
3150,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Ness (County)
3151,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Pawnee (County)
3152,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Osborne (County)
3153,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Cherokee (County)
3154,1535,KS,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2004-06-12T04:00:00.000Z,2004-07-25T13:36:00.000Z,2011-03-08T05:00:00.000Z,Russell (County)
